,date
216768,2017-11-02
216769,2017-11-02
216770,2017-11-02
216771,2017-11-02
216773,2017-11-02
216774,2017-11-02
216775,2017-11-03
216776,2017-11-03
216777,2017-11-03
216778,2017-11-03
216779,2017-11-03
216780,2017-11-03
216781,2017-11-03
216782,2017-11-03
216783,2017-11-03
216784,2017-11-03
216785,2017-11-03
216786,2017-11-03
216788,2017-11-03
216790,2017-11-03
216791,2017-11-03
216792,2017-11-03
216793,2017-11-03
216794,2017-11-03
216795,2017-11-03
216797,2017-11-03
216798,2017-11-03
216799,2017-11-03
216800,2017-11-03
216801,2017-11-03
216802,2017-11-03
216803,2017-11-03
216805,2017-11-03
216806,2017-11-03
216807,2017-11-03
216808,2017-11-03
216809,2017-11-03
216810,2017-11-03
216811,2017-11-03
216812,2017-11-03
216813,2017-11-03
216814,2017-11-03
216816,2017-11-03
216818,2017-11-03
216819,2017-11-03
216820,2017-11-03
216822,2017-11-03
216823,2017-11-03
216824,2017-11-03
216825,2017-11-03
216826,2017-11-03
216828,2017-11-03
216829,2017-11-03
216830,2017-11-03
216831,2017-11-03
216832,2017-11-03
216833,2017-11-03
216834,2017-11-03
216835,2017-11-03
216836,2017-11-03
216837,2017-11-03
216838,2017-11-03
216839,2017-11-03
216840,2017-11-03
216841,2017-11-03
216842,2017-11-03
216843,2017-11-03
216844,2017-11-03
216846,2017-11-03
216847,2017-11-03
216848,2017-11-03
216849,2017-11-03
216850,2017-11-03
216851,2017-11-03
216852,2017-11-03
216853,2017-11-03
216854,2017-11-03
216855,2017-11-03
216856,2017-11-03
216858,2017-11-03
216859,2017-11-03
216860,2017-11-03
216862,2017-11-03
216863,2017-11-03
216864,2017-11-03
216866,2017-11-03
216867,2017-11-03
216868,2017-11-03
216869,2017-11-03
216870,2017-11-03
216871,2017-11-03
216873,2017-11-03
216875,2017-11-03
216876,2017-11-03
216877,2017-11-03
216878,2017-11-03
216879,2017-11-03
216880,2017-11-03
216881,2017-11-03
216882,2017-11-03
216885,2017-11-03
216886,2017-11-03
216887,2017-11-03
216888,2017-11-03
216889,2017-11-03
216890,2017-11-03
216891,2017-11-03
216892,2017-11-03
216893,2017-11-03
216896,2017-11-03
216897,2017-11-03
216898,2017-11-03
216899,2017-11-03
216900,2017-11-03
216901,2017-11-03
216902,2017-11-03
216903,2017-11-03
216904,2017-11-03
216905,2017-11-03
216906,2017-11-03
216907,2017-11-03
216908,2017-11-03
216909,2017-11-03
216910,2017-11-03
216911,2017-11-03
216912,2017-11-03
216913,2017-11-03
216914,2017-11-03
216916,2017-11-03
216917,2017-11-03
216918,2017-11-03
216919,2017-11-03
216920,2017-11-03
216921,2017-11-03
216922,2017-11-03
216923,2017-11-03
216924,2017-11-03
216925,2017-11-03
216926,2017-11-03
216927,2017-11-03
216928,2017-11-03
216929,2017-11-03
216930,2017-11-03
216931,2017-11-03
216932,2017-11-03
216933,2017-11-03
216934,2017-11-03
216936,2017-11-03
216938,2017-11-03
216940,2017-11-03
216941,2017-11-03
216942,2017-11-04
216943,2017-11-04
216944,2017-11-04
216945,2017-11-04
216946,2017-11-04
216947,2017-11-04
216948,2017-11-04
216949,2017-11-04
216950,2017-11-04
216951,2017-11-04
216952,2017-11-04
216953,2017-11-04
216954,2017-11-04
216956,2017-11-04
216959,2017-11-04
216960,2017-11-04
216961,2017-11-04
216962,2017-11-04
216963,2017-11-04
216964,2017-11-04
216965,2017-11-04
216967,2017-11-04
216968,2017-11-04
216969,2017-11-04
216970,2017-11-04
216971,2017-11-04
216973,2017-11-04
216975,2017-11-04
216976,2017-11-04
216977,2017-11-04
216978,2017-11-04
216979,2017-11-04
216981,2017-11-04
216982,2017-11-04
216983,2017-11-04
216984,2017-11-04
216985,2017-11-04
216986,2017-11-04
216987,2017-11-04
216988,2017-11-04
216989,2017-11-04
216990,2017-11-04
216991,2017-11-04
216992,2017-11-04
216994,2017-11-04
216995,2017-11-04
216996,2017-11-04
216997,2017-11-04
216998,2017-11-04
216999,2017-11-04
217000,2017-11-04
217001,2017-11-04
217002,2017-11-04
217003,2017-11-04
217004,2017-11-04
217005,2017-11-04
217006,2017-11-04
217007,2017-11-04
217008,2017-11-04
217009,2017-11-04
217010,2017-11-04
217011,2017-11-04
217012,2017-11-04
217013,2017-11-04
217014,2017-11-04
217015,2017-11-04
217016,2017-11-04
217017,2017-11-04
217018,2017-11-04
217019,2017-11-04
217020,2017-11-04
217021,2017-11-04
217022,2017-11-04
217023,2017-11-04
217024,2017-11-04
217025,2017-11-04
217026,2017-11-04
217027,2017-11-04
217028,2017-11-04
217029,2017-11-04
217030,2017-11-04
217031,2017-11-04
217032,2017-11-04
217033,2017-11-04
217034,2017-11-04
217035,2017-11-04
217036,2017-11-04
217037,2017-11-04
217039,2017-11-04
217040,2017-11-04
217042,2017-11-04
217044,2017-11-04
217045,2017-11-04
217046,2017-11-04
217047,2017-11-04
217048,2017-11-04
217049,2017-11-04
217051,2017-11-04
217052,2017-11-04
217053,2017-11-04
217054,2017-11-04
217056,2017-11-04
217057,2017-11-04
217058,2017-11-04
217059,2017-11-04
217060,2017-11-04
217061,2017-11-04
217062,2017-11-04
217063,2017-11-04
217064,2017-11-04
217066,2017-11-04
217067,2017-11-04
217068,2017-11-04
217071,2017-11-04
217072,2017-11-04
217073,2017-11-04
217074,2017-11-04
217075,2017-11-04
217076,2017-11-04
217077,2017-11-04
217078,2017-11-04
217079,2017-11-04
217081,2017-11-04
217082,2017-11-04
217084,2017-11-04
217085,2017-11-04
217086,2017-11-04
217088,2017-11-04
217089,2017-11-04
217091,2017-11-04
217092,2017-11-04
217093,2017-11-04
217094,2017-11-04
217095,2017-11-04
217096,2017-11-04
217097,2017-11-04
217098,2017-11-04
217099,2017-11-04
217100,2017-11-04
217101,2017-11-04
217103,2017-11-04
217105,2017-11-04
217106,2017-11-04
217107,2017-11-04
217108,2017-11-04
217109,2017-11-04
217110,2017-11-04
217111,2017-11-04
217112,2017-11-04
217113,2017-11-04
217114,2017-11-04
217115,2017-11-04
217116,2017-11-04
217117,2017-11-04
217118,2017-11-04
217119,2017-11-04
217120,2017-11-04
217122,2017-11-04
217123,2017-11-04
217125,2017-11-04
217126,2017-11-04
217127,2017-11-04
217128,2017-11-05
217129,2017-11-05
217130,2017-11-05
217131,2017-11-05
217132,2017-11-05
217133,2017-11-05
217134,2017-11-05
217135,2017-11-05
217137,2017-11-05
217138,2017-11-05
217139,2017-11-05
217140,2017-11-05
217141,2017-11-05
217142,2017-11-05
217143,2017-11-05
217144,2017-11-05
217145,2017-11-05
217146,2017-11-05
217147,2017-11-05
217148,2017-11-05
217149,2017-11-05
217150,2017-11-05
217152,2017-11-05
217153,2017-11-05
217154,2017-11-05
217155,2017-11-05
217157,2017-11-05
217158,2017-11-05
217159,2017-11-05
217160,2017-11-05
217161,2017-11-05
217162,2017-11-05
217163,2017-11-05
217164,2017-11-05
217165,2017-11-05
217166,2017-11-05
217167,2017-11-05
217168,2017-11-05
217169,2017-11-05
217170,2017-11-05
217171,2017-11-05
217172,2017-11-05
217173,2017-11-05
217174,2017-11-05
217175,2017-11-05
217176,2017-11-05
217178,2017-11-05
217179,2017-11-05
217180,2017-11-05
217181,2017-11-05
217182,2017-11-05
217183,2017-11-05
217184,2017-11-05
217185,2017-11-05
217186,2017-11-05
217187,2017-11-05
217188,2017-11-05
217189,2017-11-05
217190,2017-11-05
217191,2017-11-05
217192,2017-11-05
217193,2017-11-05
217194,2017-11-05
217195,2017-11-05
217196,2017-11-05
217197,2017-11-05
217198,2017-11-05
217199,2017-11-05
217200,2017-11-05
217201,2017-11-05
217203,2017-11-05
217204,2017-11-05
217205,2017-11-05
217206,2017-11-05
217207,2017-11-05
217208,2017-11-05
217210,2017-11-05
217211,2017-11-05
217212,2017-11-05
217213,2017-11-05
217214,2017-11-05
217215,2017-11-05
217216,2017-11-05
217218,2017-11-05
217219,2017-11-05
217220,2017-11-05
217221,2017-11-05
217222,2017-11-05
217223,2017-11-05
217224,2017-11-05
217225,2017-11-05
217226,2017-11-05
217227,2017-11-05
217228,2017-11-05
217229,2017-11-05
217230,2017-11-05
217231,2017-11-05
217232,2017-11-05
217233,2017-11-05
217234,2017-11-05
217235,2017-11-05
217236,2017-11-05
217237,2017-11-05
217238,2017-11-05
217239,2017-11-05
217240,2017-11-05
217241,2017-11-05
217242,2017-11-05
217243,2017-11-05
217244,2017-11-05
217245,2017-11-05
217246,2017-11-05
217247,2017-11-05
217248,2017-11-05
217249,2017-11-05
217250,2017-11-05
217251,2017-11-05
217252,2017-11-05
217253,2017-11-05
217254,2017-11-05
217255,2017-11-05
217256,2017-11-05
217257,2017-11-05
217258,2017-11-05
217259,2017-11-05
217260,2017-11-05
217261,2017-11-05
217262,2017-11-05
217263,2017-11-05
217264,2017-11-05
217265,2017-11-05
217266,2017-11-05
217268,2017-11-05
217269,2017-11-05
217270,2017-11-05
217271,2017-11-05
217272,2017-11-05
217273,2017-11-05
217274,2017-11-05
217275,2017-11-05
217276,2017-11-05
217277,2017-11-05
217278,2017-11-05
217279,2017-11-05
217280,2017-11-05
217281,2017-11-05
217282,2017-11-05
217283,2017-11-05
217284,2017-11-05
217285,2017-11-05
217286,2017-11-05
217287,2017-11-05
217288,2017-11-05
217289,2017-11-05
217290,2017-11-05
217291,2017-11-05
217292,2017-11-05
217293,2017-11-05
217294,2017-11-05
217295,2017-11-05
217296,2017-11-05
217297,2017-11-05
217299,2017-11-05
217300,2017-11-05
217301,2017-11-05
217302,2017-11-05
217303,2017-11-05
217304,2017-11-05
217305,2017-11-05
217306,2017-11-05
217307,2017-11-05
217308,2017-11-05
217310,2017-11-05
217311,2017-11-05
217312,2017-11-05
217314,2017-11-05
217315,2017-11-05
217316,2017-11-05
217317,2017-11-05
217318,2017-11-05
217319,2017-11-05
217320,2017-11-05
217321,2017-11-05
217322,2017-11-05
217324,2017-11-05
217325,2017-11-05
217326,2017-11-05
217327,2017-11-06
217328,2017-11-06
217329,2017-11-06
217330,2017-11-06
217331,2017-11-06
217332,2017-11-06
217333,2017-11-06
217334,2017-11-06
217335,2017-11-06
217336,2017-11-06
217337,2017-11-06
217338,2017-11-06
217340,2017-11-06
217341,2017-11-06
217342,2017-11-06
217344,2017-11-06
217345,2017-11-06
217346,2017-11-06
217347,2017-11-06
217348,2017-11-06
217350,2017-11-06
217351,2017-11-06
217352,2017-11-06
217353,2017-11-06
217354,2017-11-06
217355,2017-11-06
217356,2017-11-06
217357,2017-11-06
217358,2017-11-06
217359,2017-11-06
217361,2017-11-06
217362,2017-11-06
217363,2017-11-06
217364,2017-11-06
217365,2017-11-06
217366,2017-11-06
217367,2017-11-06
217368,2017-11-06
217369,2017-11-06
217370,2017-11-06
217371,2017-11-06
217372,2017-11-06
217373,2017-11-06
217374,2017-11-06
217375,2017-11-06
217376,2017-11-06
217377,2017-11-06
217379,2017-11-06
217380,2017-11-06
217381,2017-11-06
217382,2017-11-06
217383,2017-11-06
217384,2017-11-06
217385,2017-11-06
217386,2017-11-06
217387,2017-11-06
217388,2017-11-06
217389,2017-11-06
217390,2017-11-06
217391,2017-11-06
217392,2017-11-06
217393,2017-11-06
217394,2017-11-06
217395,2017-11-06
217396,2017-11-06
217397,2017-11-06
217398,2017-11-06
217399,2017-11-06
217400,2017-11-06
217401,2017-11-06
217402,2017-11-06
217403,2017-11-06
217404,2017-11-06
217405,2017-11-06
217406,2017-11-06
217407,2017-11-06
217408,2017-11-06
217409,2017-11-06
217410,2017-11-06
217411,2017-11-06
217412,2017-11-06
217413,2017-11-06
217414,2017-11-06
217415,2017-11-06
217416,2017-11-06
217417,2017-11-06
217418,2017-11-06
217419,2017-11-06
217420,2017-11-06
217421,2017-11-06
217422,2017-11-06
217423,2017-11-06
217424,2017-11-06
217425,2017-11-06
217426,2017-11-06
217427,2017-11-06
217428,2017-11-06
217429,2017-11-06
217430,2017-11-06
217431,2017-11-06
217432,2017-11-06
217433,2017-11-06
217434,2017-11-06
217435,2017-11-06
217436,2017-11-06
217437,2017-11-06
217438,2017-11-06
217439,2017-11-06
217440,2017-11-06
217441,2017-11-06
217442,2017-11-06
217443,2017-11-06
217444,2017-11-06
217445,2017-11-06
217447,2017-11-06
217448,2017-11-06
217449,2017-11-06
217450,2017-11-06
217451,2017-11-06
217452,2017-11-06
217453,2017-11-06
217454,2017-11-06
217456,2017-11-06
217457,2017-11-07
217458,2017-11-07
217459,2017-11-07
217460,2017-11-07
217461,2017-11-07
217462,2017-11-07
217463,2017-11-07
217464,2017-11-07
217465,2017-11-07
217466,2017-11-07
217467,2017-11-07
217468,2017-11-07
217469,2017-11-07
217470,2017-11-07
217471,2017-11-07
217472,2017-11-07
217473,2017-11-07
217474,2017-11-07
217475,2017-11-07
217476,2017-11-07
217477,2017-11-07
217478,2017-11-07
217479,2017-11-07
217480,2017-11-07
217481,2017-11-07
217482,2017-11-07
217483,2017-11-07
217484,2017-11-07
217485,2017-11-07
217486,2017-11-07
217487,2017-11-07
217488,2017-11-07
217489,2017-11-07
217490,2017-11-07
217491,2017-11-07
217492,2017-11-07
217493,2017-11-07
217494,2017-11-07
217495,2017-11-07
217496,2017-11-07
217497,2017-11-07
217498,2017-11-07
217499,2017-11-07
217500,2017-11-07
217501,2017-11-07
217502,2017-11-07
217503,2017-11-07
217504,2017-11-07
217506,2017-11-07
217507,2017-11-07
217508,2017-11-07
217509,2017-11-07
217510,2017-11-07
217511,2017-11-07
217512,2017-11-07
217513,2017-11-07
217514,2017-11-07
217515,2017-11-07
217516,2017-11-07
217517,2017-11-07
217519,2017-11-07
217520,2017-11-07
217521,2017-11-07
217522,2017-11-07
217523,2017-11-07
217524,2017-11-07
217525,2017-11-07
217526,2017-11-07
217527,2017-11-07
217528,2017-11-07
217529,2017-11-07
217530,2017-11-07
217531,2017-11-07
217532,2017-11-07
217533,2017-11-07
217534,2017-11-07
217535,2017-11-07
217536,2017-11-07
217537,2017-11-07
217538,2017-11-07
217539,2017-11-07
217540,2017-11-07
217541,2017-11-07
217542,2017-11-07
217543,2017-11-07
217544,2017-11-07
217545,2017-11-07
217547,2017-11-07
217548,2017-11-07
217549,2017-11-07
217550,2017-11-07
217551,2017-11-07
217552,2017-11-07
217553,2017-11-07
217554,2017-11-07
217555,2017-11-07
217556,2017-11-07
217557,2017-11-07
217558,2017-11-07
217559,2017-11-07
217560,2017-11-07
217561,2017-11-07
217562,2017-11-07
217563,2017-11-07
217565,2017-11-07
217566,2017-11-07
217567,2017-11-07
217568,2017-11-07
217569,2017-11-07
217570,2017-11-07
217571,2017-11-07
217572,2017-11-07
217573,2017-11-07
217574,2017-11-07
217576,2017-11-07
217577,2017-11-07
217578,2017-11-07
217579,2017-11-07
217580,2017-11-07
217581,2017-11-07
217582,2017-11-07
217583,2017-11-07
217584,2017-11-07
217585,2017-11-07
217586,2017-11-07
217587,2017-11-07
217588,2017-11-07
217589,2017-11-07
217590,2017-11-07
217591,2017-11-07
217593,2017-11-07
217594,2017-11-07
217595,2017-11-07
217596,2017-11-07
217597,2017-11-07
217599,2017-11-07
217601,2017-11-07
217602,2017-11-07
217603,2017-11-07
217604,2017-11-07
217605,2017-11-07
217606,2017-11-07
217607,2017-11-07
217608,2017-11-07
217609,2017-11-07
217610,2017-11-07
217611,2017-11-07
217612,2017-11-07
217613,2017-11-07
217614,2017-11-07
217615,2017-11-07
217616,2017-11-07
217617,2017-11-08
217618,2017-11-08
217620,2017-11-08
217621,2017-11-08
217622,2017-11-08
217623,2017-11-08
217624,2017-11-08
217625,2017-11-08
217626,2017-11-08
217627,2017-11-08
217628,2017-11-08
217629,2017-11-08
217630,2017-11-08
217631,2017-11-08
217632,2017-11-08
217633,2017-11-08
217634,2017-11-08
217638,2017-11-08
217639,2017-11-08
217641,2017-11-08
217642,2017-11-08
217643,2017-11-08
217644,2017-11-08
217645,2017-11-08
217646,2017-11-08
217647,2017-11-08
217648,2017-11-08
217649,2017-11-08
217650,2017-11-08
217651,2017-11-08
217652,2017-11-08
217653,2017-11-08
217654,2017-11-08
217655,2017-11-08
217656,2017-11-08
217657,2017-11-08
217658,2017-11-08
217659,2017-11-08
217660,2017-11-08
217661,2017-11-08
217662,2017-11-08
217663,2017-11-08
217664,2017-11-08
217665,2017-11-08
217666,2017-11-08
217668,2017-11-08
217669,2017-11-08
217670,2017-11-08
217671,2017-11-08
217672,2017-11-08
217673,2017-11-08
217674,2017-11-08
217675,2017-11-08
217676,2017-11-08
217677,2017-11-08
217678,2017-11-08
217679,2017-11-08
217680,2017-11-08
217681,2017-11-08
217682,2017-11-08
217683,2017-11-08
217684,2017-11-08
217685,2017-11-08
217686,2017-11-08
217687,2017-11-08
217688,2017-11-08
217689,2017-11-08
217691,2017-11-08
217692,2017-11-08
217693,2017-11-08
217694,2017-11-08
217695,2017-11-08
217696,2017-11-08
217697,2017-11-08
217698,2017-11-08
217699,2017-11-08
217700,2017-11-08
217701,2017-11-08
217702,2017-11-08
217704,2017-11-08
217705,2017-11-08
217706,2017-11-08
217707,2017-11-08
217708,2017-11-08
217709,2017-11-08
217710,2017-11-08
217711,2017-11-08
217712,2017-11-08
217713,2017-11-08
217714,2017-11-08
217715,2017-11-08
217721,2017-11-08
217722,2017-11-08
217723,2017-11-08
217724,2017-11-08
217725,2017-11-08
217726,2017-11-08
217727,2017-11-08
217728,2017-11-08
217730,2017-11-08
217732,2017-11-08
217733,2017-11-08
217734,2017-11-08
217735,2017-11-08
217737,2017-11-08
217738,2017-11-08
217739,2017-11-08
217740,2017-11-08
217741,2017-11-08
217742,2017-11-08
217743,2017-11-08
217744,2017-11-08
217746,2017-11-08
217747,2017-11-08
217748,2017-11-08
217749,2017-11-08
217750,2017-11-08
217751,2017-11-08
217752,2017-11-08
217753,2017-11-08
217754,2017-11-08
217755,2017-11-08
217756,2017-11-08
217757,2017-11-08
217758,2017-11-08
217759,2017-11-08
217760,2017-11-08
217761,2017-11-09
217762,2017-11-09
217763,2017-11-09
217764,2017-11-09
217765,2017-11-09
217766,2017-11-09
217767,2017-11-09
217768,2017-11-09
217769,2017-11-09
217770,2017-11-09
217771,2017-11-09
217772,2017-11-09
217773,2017-11-09
217774,2017-11-09
217775,2017-11-09
217776,2017-11-09
217777,2017-11-09
217778,2017-11-09
217779,2017-11-09
217780,2017-11-09
217781,2017-11-09
217782,2017-11-09
217783,2017-11-09
217784,2017-11-09
217785,2017-11-09
217786,2017-11-09
217787,2017-11-09
217788,2017-11-09
217790,2017-11-09
217793,2017-11-09
217795,2017-11-09
217796,2017-11-09
217797,2017-11-09
217798,2017-11-09
217799,2017-11-09
217800,2017-11-09
217802,2017-11-09
217803,2017-11-09
217804,2017-11-09
217805,2017-11-09
217806,2017-11-09
217807,2017-11-09
217808,2017-11-09
217809,2017-11-09
217810,2017-11-09
217811,2017-11-09
217813,2017-11-09
217814,2017-11-09
217815,2017-11-09
217816,2017-11-09
217817,2017-11-09
217818,2017-11-09
217819,2017-11-09
217821,2017-11-09
217822,2017-11-09
217823,2017-11-09
217824,2017-11-09
217825,2017-11-09
217826,2017-11-09
217827,2017-11-09
217828,2017-11-09
217829,2017-11-09
217830,2017-11-09
217831,2017-11-09
217832,2017-11-09
217833,2017-11-09
217834,2017-11-09
217835,2017-11-09
217836,2017-11-09
217837,2017-11-09
217838,2017-11-09
217839,2017-11-09
217842,2017-11-09
217843,2017-11-09
217844,2017-11-09
217845,2017-11-09
217846,2017-11-09
217847,2017-11-09
217848,2017-11-09
217849,2017-11-09
217850,2017-11-09
217851,2017-11-09
217852,2017-11-09
217853,2017-11-09
217854,2017-11-09
217855,2017-11-09
217856,2017-11-09
217857,2017-11-09
217858,2017-11-09
217859,2017-11-09
217860,2017-11-09
217861,2017-11-09
217862,2017-11-09
217863,2017-11-09
217864,2017-11-09
217865,2017-11-09
217866,2017-11-09
217867,2017-11-09
217868,2017-11-09
217869,2017-11-09
217871,2017-11-09
217872,2017-11-09
217873,2017-11-09
217874,2017-11-09
217877,2017-11-09
217878,2017-11-09
217879,2017-11-09
217881,2017-11-09
217882,2017-11-09
217883,2017-11-09
217884,2017-11-09
217885,2017-11-09
217886,2017-11-09
217887,2017-11-09
217888,2017-11-09
217890,2017-11-09
217891,2017-11-09
217892,2017-11-09
217893,2017-11-09
217894,2017-11-09
217895,2017-11-09
217896,2017-11-09
217898,2017-11-10
217899,2017-11-10
217900,2017-11-10
217901,2017-11-10
217902,2017-11-10
217903,2017-11-10
217904,2017-11-10
217905,2017-11-10
217906,2017-11-10
217907,2017-11-10
217908,2017-11-10
217909,2017-11-10
217910,2017-11-10
217911,2017-11-10
217912,2017-11-10
217913,2017-11-10
217914,2017-11-10
217915,2017-11-10
217916,2017-11-10
217917,2017-11-10
217918,2017-11-10
217919,2017-11-10
217920,2017-11-10
217921,2017-11-10
217922,2017-11-10
217923,2017-11-10
217924,2017-11-10
217925,2017-11-10
217926,2017-11-10
217927,2017-11-10
217928,2017-11-10
217931,2017-11-10
217932,2017-11-10
217933,2017-11-10
217935,2017-11-10
217936,2017-11-10
217937,2017-11-10
217938,2017-11-10
217940,2017-11-10
217941,2017-11-10
217943,2017-11-10
217944,2017-11-10
217946,2017-11-10
217947,2017-11-10
217948,2017-11-10
217949,2017-11-10
217950,2017-11-10
217952,2017-11-10
217953,2017-11-10
217954,2017-11-10
217955,2017-11-10
217956,2017-11-10
217957,2017-11-10
217958,2017-11-10
217960,2017-11-10
217961,2017-11-10
217962,2017-11-10
217963,2017-11-10
217964,2017-11-10
217965,2017-11-10
217966,2017-11-10
217967,2017-11-10
217968,2017-11-10
217969,2017-11-10
217970,2017-11-10
217971,2017-11-10
217972,2017-11-10
217974,2017-11-10
217975,2017-11-10
217976,2017-11-10
217977,2017-11-10
217978,2017-11-10
217979,2017-11-10
217980,2017-11-10
217981,2017-11-10
217982,2017-11-10
217983,2017-11-10
217984,2017-11-10
217985,2017-11-10
217986,2017-11-10
217988,2017-11-10
217990,2017-11-10
217991,2017-11-10
217992,2017-11-10
217993,2017-11-10
217994,2017-11-10
217995,2017-11-10
217996,2017-11-10
217997,2017-11-10
217998,2017-11-10
217999,2017-11-10
218000,2017-11-10
218001,2017-11-10
218002,2017-11-10
218003,2017-11-10
218005,2017-11-10
218006,2017-11-10
218007,2017-11-10
218008,2017-11-10
218009,2017-11-10
218010,2017-11-10
218011,2017-11-10
218012,2017-11-10
218013,2017-11-10
218014,2017-11-10
218015,2017-11-10
218016,2017-11-10
218017,2017-11-10
218018,2017-11-10
218019,2017-11-10
218020,2017-11-10
218021,2017-11-10
218022,2017-11-10
218023,2017-11-10
218024,2017-11-10
218025,2017-11-10
218026,2017-11-10
218027,2017-11-10
218028,2017-11-10
218029,2017-11-10
218030,2017-11-10
218031,2017-11-10
218032,2017-11-10
218033,2017-11-10
218034,2017-11-10
218035,2017-11-10
218036,2017-11-10
218038,2017-11-10
218039,2017-11-10
218040,2017-11-10
218041,2017-11-10
218042,2017-11-10
218045,2017-11-11
218046,2017-11-11
218047,2017-11-11
218048,2017-11-11
218050,2017-11-11
218051,2017-11-11
218052,2017-11-11
218053,2017-11-11
218054,2017-11-11
218055,2017-11-11
218056,2017-11-11
218057,2017-11-11
218058,2017-11-11
218059,2017-11-11
218060,2017-11-11
218061,2017-11-11
218062,2017-11-11
218063,2017-11-11
218064,2017-11-11
218065,2017-11-11
218066,2017-11-11
218067,2017-11-11
218068,2017-11-11
218069,2017-11-11
218070,2017-11-11
218071,2017-11-11
218072,2017-11-11
218073,2017-11-11
218074,2017-11-11
218075,2017-11-11
218076,2017-11-11
218077,2017-11-11
218078,2017-11-11
218079,2017-11-11
218080,2017-11-11
218081,2017-11-11
218082,2017-11-11
218083,2017-11-11
218084,2017-11-11
218085,2017-11-11
218086,2017-11-11
218087,2017-11-11
218088,2017-11-11
218089,2017-11-11
218090,2017-11-11
218091,2017-11-11
218092,2017-11-11
218093,2017-11-11
218094,2017-11-11
218095,2017-11-11
218096,2017-11-11
218097,2017-11-11
218098,2017-11-11
218099,2017-11-11
218100,2017-11-11
218101,2017-11-11
218102,2017-11-11
218103,2017-11-11
218104,2017-11-11
218105,2017-11-11
218106,2017-11-11
218107,2017-11-11
218108,2017-11-11
218109,2017-11-11
218110,2017-11-11
218111,2017-11-11
218112,2017-11-11
218113,2017-11-11
218114,2017-11-11
218115,2017-11-11
218116,2017-11-11
218117,2017-11-11
218118,2017-11-11
218119,2017-11-11
218120,2017-11-11
218121,2017-11-11
218122,2017-11-11
218123,2017-11-11
218124,2017-11-11
218125,2017-11-11
218126,2017-11-11
218128,2017-11-11
218129,2017-11-11
218130,2017-11-11
218131,2017-11-11
218132,2017-11-11
218133,2017-11-11
218134,2017-11-11
218135,2017-11-11
218136,2017-11-11
218137,2017-11-11
218138,2017-11-11
218139,2017-11-11
218140,2017-11-11
218141,2017-11-11
218142,2017-11-11
218143,2017-11-11
218144,2017-11-11
218145,2017-11-11
218146,2017-11-11
218147,2017-11-11
218148,2017-11-11
218149,2017-11-11
218150,2017-11-11
218151,2017-11-11
218152,2017-11-11
218153,2017-11-11
218154,2017-11-11
218155,2017-11-11
218156,2017-11-11
218157,2017-11-11
218158,2017-11-11
218159,2017-11-11
218161,2017-11-11
218162,2017-11-11
218163,2017-11-11
218164,2017-11-11
218166,2017-11-11
218167,2017-11-11
218168,2017-11-11
218170,2017-11-11
218171,2017-11-11
218172,2017-11-11
218173,2017-11-11
218174,2017-11-11
218175,2017-11-11
218176,2017-11-11
218177,2017-11-11
218178,2017-11-11
218179,2017-11-11
218180,2017-11-11
218181,2017-11-11
218182,2017-11-11
218183,2017-11-11
218184,2017-11-11
218185,2017-11-11
218186,2017-11-11
218187,2017-11-11
218188,2017-11-11
218189,2017-11-11
218190,2017-11-11
218191,2017-11-11
218192,2017-11-11
218193,2017-11-11
218194,2017-11-11
218195,2017-11-11
218196,2017-11-11
218197,2017-11-11
218198,2017-11-11
218199,2017-11-11
218200,2017-11-11
218201,2017-11-11
218202,2017-11-11
218203,2017-11-11
218206,2017-11-11
218207,2017-11-11
218208,2017-11-12
218209,2017-11-12
218210,2017-11-12
218212,2017-11-12
218213,2017-11-12
218214,2017-11-12
218216,2017-11-12
218217,2017-11-12
218218,2017-11-12
218219,2017-11-12
218220,2017-11-12
218221,2017-11-12
218222,2017-11-12
218223,2017-11-12
218224,2017-11-12
218225,2017-11-12
218226,2017-11-12
218227,2017-11-12
218228,2017-11-12
218229,2017-11-12
218230,2017-11-12
218231,2017-11-12
218232,2017-11-12
218233,2017-11-12
218234,2017-11-12
218235,2017-11-12
218236,2017-11-12
218237,2017-11-12
218239,2017-11-12
218240,2017-11-12
218241,2017-11-12
218242,2017-11-12
218243,2017-11-12
218244,2017-11-12
218245,2017-11-12
218246,2017-11-12
218247,2017-11-12
218248,2017-11-12
218249,2017-11-12
218250,2017-11-12
218251,2017-11-12
218252,2017-11-12
218253,2017-11-12
218254,2017-11-12
218255,2017-11-12
218256,2017-11-12
218257,2017-11-12
218258,2017-11-12
218259,2017-11-12
218260,2017-11-12
218263,2017-11-12
218264,2017-11-12
218265,2017-11-12
218266,2017-11-12
218267,2017-11-12
218268,2017-11-12
218269,2017-11-12
218270,2017-11-12
218271,2017-11-12
218272,2017-11-12
218273,2017-11-12
218274,2017-11-12
218275,2017-11-12
218276,2017-11-12
218277,2017-11-12
218278,2017-11-12
218279,2017-11-12
218280,2017-11-12
218281,2017-11-12
218282,2017-11-12
218283,2017-11-12
218284,2017-11-12
218285,2017-11-12
218286,2017-11-12
218287,2017-11-12
218288,2017-11-12
218290,2017-11-12
218291,2017-11-12
218292,2017-11-12
218293,2017-11-12
218294,2017-11-12
218296,2017-11-12
218297,2017-11-12
218298,2017-11-12
218300,2017-11-12
218301,2017-11-12
218302,2017-11-12
