,date
52994,2015-01-07
52995,2015-01-07
52996,2015-01-07
52997,2015-01-07
52998,2015-01-07
52999,2015-01-07
53004,2015-01-07
53006,2015-01-07
53017,2015-01-07
53018,2015-01-07
53019,2015-01-07
53024,2015-01-07
53027,2015-01-07
53030,2015-01-07
53033,2015-01-07
53037,2015-01-07
53039,2015-01-07
53040,2015-01-08
53042,2015-01-08
53043,2015-01-08
53044,2015-01-08
53045,2015-01-08
53046,2015-01-08
53047,2015-01-08
53048,2015-01-08
53049,2015-01-08
53050,2015-01-08
53051,2015-01-08
53053,2015-01-08
53054,2015-01-08
53056,2015-01-08
53058,2015-01-08
53059,2015-01-08
53061,2015-01-08
53063,2015-01-08
53064,2015-01-08
53066,2015-01-08
53070,2015-01-08
53074,2015-01-08
53077,2015-01-08
53078,2015-01-08
53083,2015-01-08
53091,2015-01-08
53094,2015-01-08
53101,2015-01-08
53102,2015-01-08
53111,2015-01-08
53115,2015-01-08
53117,2015-01-08
53124,2015-01-08
53125,2015-01-08
53127,2015-01-08
53130,2015-01-08
53135,2015-01-08
53138,2015-01-08
53139,2015-01-08
53141,2015-01-08
53143,2015-01-08
53152,2015-01-08
53162,2015-01-09
53163,2015-01-09
53165,2015-01-09
53170,2015-01-09
53171,2015-01-09
53177,2015-01-09
53180,2015-01-09
53181,2015-01-09
53186,2015-01-09
53188,2015-01-09
53192,2015-01-09
53193,2015-01-09
53194,2015-01-09
53200,2015-01-09
53201,2015-01-09
53202,2015-01-09
53206,2015-01-09
53210,2015-01-09
53216,2015-01-09
53220,2015-01-09
53224,2015-01-09
53225,2015-01-09
53227,2015-01-09
53233,2015-01-09
53236,2015-01-09
53237,2015-01-09
53240,2015-01-09
53243,2015-01-09
53244,2015-01-09
53252,2015-01-09
53254,2015-01-09
53259,2015-01-09
53261,2015-01-09
53264,2015-01-09
53266,2015-01-09
53267,2015-01-09
53270,2015-01-09
53272,2015-01-09
53274,2015-01-09
53278,2015-01-09
53281,2015-01-09
53285,2015-01-10
53289,2015-01-10
53290,2015-01-10
53294,2015-01-10
53296,2015-01-10
53303,2015-01-10
53305,2015-01-10
53308,2015-01-10
53309,2015-01-10
53311,2015-01-10
53312,2015-01-10
53314,2015-01-10
53321,2015-01-10
53322,2015-01-10
53329,2015-01-10
53330,2015-01-10
53331,2015-01-10
53332,2015-01-10
53339,2015-01-10
53343,2015-01-10
53345,2015-01-10
53347,2015-01-10
53349,2015-01-10
53350,2015-01-10
53351,2015-01-10
53354,2015-01-10
53356,2015-01-10
53357,2015-01-10
53359,2015-01-10
53363,2015-01-10
53367,2015-01-10
53368,2015-01-10
53369,2015-01-10
53372,2015-01-10
53373,2015-01-10
53375,2015-01-10
53386,2015-01-11
53394,2015-01-11
53395,2015-01-11
53397,2015-01-11
53401,2015-01-11
53406,2015-01-11
53417,2015-01-11
53419,2015-01-11
53421,2015-01-11
53422,2015-01-11
53423,2015-01-11
53428,2015-01-11
53429,2015-01-11
53430,2015-01-11
53431,2015-01-11
53434,2015-01-11
53445,2015-01-11
53469,2015-01-11
53472,2015-01-11
53476,2015-01-11
53478,2015-01-11
53481,2015-01-11
53486,2015-01-11
53489,2015-01-11
53493,2015-01-11
53495,2015-01-11
53496,2015-01-11
53497,2015-01-11
53498,2015-01-11
53499,2015-01-11
53500,2015-01-11
53501,2015-01-11
53502,2015-01-11
53503,2015-01-11
53505,2015-01-12
53509,2015-01-12
53510,2015-01-12
53513,2015-01-12
53514,2015-01-12
53515,2015-01-12
53517,2015-01-12
53518,2015-01-12
53521,2015-01-12
53522,2015-01-12
53524,2015-01-12
53527,2015-01-12
53528,2015-01-12
53532,2015-01-12
53533,2015-01-12
53535,2015-01-12
53537,2015-01-12
53539,2015-01-12
53540,2015-01-12
53543,2015-01-12
53547,2015-01-12
53548,2015-01-12
53550,2015-01-12
53559,2015-01-12
53560,2015-01-12
53561,2015-01-12
53564,2015-01-12
53569,2015-01-12
53571,2015-01-12
53572,2015-01-12
53573,2015-01-12
53574,2015-01-12
53576,2015-01-12
53577,2015-01-12
53579,2015-01-12
53584,2015-01-12
53585,2015-01-12
53586,2015-01-12
53591,2015-01-12
53593,2015-01-12
53598,2015-01-12
53601,2015-01-13
53602,2015-01-13
53603,2015-01-13
53604,2015-01-13
53605,2015-01-13
53606,2015-01-13
53607,2015-01-13
53608,2015-01-13
53610,2015-01-13
53611,2015-01-13
53612,2015-01-13
53613,2015-01-13
53614,2015-01-13
53616,2015-01-13
53617,2015-01-13
53618,2015-01-13
53620,2015-01-13
53624,2015-01-13
53625,2015-01-13
53626,2015-01-13
53631,2015-01-13
53634,2015-01-13
53637,2015-01-13
53638,2015-01-13
53642,2015-01-13
53643,2015-01-13
53644,2015-01-13
53648,2015-01-13
53649,2015-01-13
53651,2015-01-13
53654,2015-01-13
53657,2015-01-13
53659,2015-01-13
53661,2015-01-13
53668,2015-01-13
53670,2015-01-13
53685,2015-01-13
53688,2015-01-13
53690,2015-01-13
53697,2015-01-13
53701,2015-01-13
53702,2015-01-13
53705,2015-01-13
53710,2015-01-13
53712,2015-01-14
53714,2015-01-14
53721,2015-01-14
53723,2015-01-14
53725,2015-01-14
53735,2015-01-14
53737,2015-01-14
53739,2015-01-14
53743,2015-01-14
53744,2015-01-14
53746,2015-01-14
53747,2015-01-14
53749,2015-01-14
53755,2015-01-14
53756,2015-01-14
53758,2015-01-14
53759,2015-01-14
53760,2015-01-14
53761,2015-01-14
53762,2015-01-14
53763,2015-01-14
53764,2015-01-14
53765,2015-01-14
53768,2015-01-14
53769,2015-01-14
53771,2015-01-14
53772,2015-01-14
53774,2015-01-14
53777,2015-01-14
53779,2015-01-14
53780,2015-01-14
53784,2015-01-14
53791,2015-01-14
53793,2015-01-14
53796,2015-01-14
53799,2015-01-14
53801,2015-01-14
53802,2015-01-14
53803,2015-01-14
53805,2015-01-14
53806,2015-01-14
53809,2015-01-14
53810,2015-01-14
53811,2015-01-14
53812,2015-01-14
53814,2015-01-14
53822,2015-01-14
53826,2015-01-14
53828,2015-01-14
53829,2015-01-14
53830,2015-01-14
53831,2015-01-14
53833,2015-01-14
53837,2015-01-14
53841,2015-01-15
53843,2015-01-15
53844,2015-01-15
53845,2015-01-15
53847,2015-01-15
53850,2015-01-15
53851,2015-01-15
53853,2015-01-15
53855,2015-01-15
53856,2015-01-15
53858,2015-01-15
53862,2015-01-15
53863,2015-01-15
53869,2015-01-15
53870,2015-01-15
53871,2015-01-15
53872,2015-01-15
53873,2015-01-15
53876,2015-01-15
53877,2015-01-15
53882,2015-01-15
53884,2015-01-15
53887,2015-01-15
53889,2015-01-15
53899,2015-01-15
53904,2015-01-15
53907,2015-01-15
53908,2015-01-15
53909,2015-01-15
53910,2015-01-15
53913,2015-01-15
53917,2015-01-15
53918,2015-01-15
53923,2015-01-15
53927,2015-01-15
53928,2015-01-15
53935,2015-01-15
53940,2015-01-15
53941,2015-01-15
53944,2015-01-15
53949,2015-01-15
53950,2015-01-15
53954,2015-01-15
53955,2015-01-15
53956,2015-01-15
53957,2015-01-15
53958,2015-01-15
53959,2015-01-15
53961,2015-01-15
53962,2015-01-15
53964,2015-01-15
53966,2015-01-15
53967,2015-01-15
53970,2015-01-15
53971,2015-01-15
53973,2015-01-15
53978,2015-01-15
53979,2015-01-15
53981,2015-01-15
53982,2015-01-15
53984,2015-01-15
53985,2015-01-15
53986,2015-01-15
53987,2015-01-15
53989,2015-01-16
53990,2015-01-16
53991,2015-01-16
53992,2015-01-16
53994,2015-01-16
53996,2015-01-16
53997,2015-01-16
53998,2015-01-16
54004,2015-01-16
54005,2015-01-16
54007,2015-01-16
54009,2015-01-16
54010,2015-01-16
54012,2015-01-16
54016,2015-01-16
54018,2015-01-16
54023,2015-01-16
54025,2015-01-16
54028,2015-01-16
54029,2015-01-16
54030,2015-01-16
54035,2015-01-16
54037,2015-01-16
54046,2015-01-16
54047,2015-01-16
54048,2015-01-16
54049,2015-01-16
54056,2015-01-16
54057,2015-01-16
54058,2015-01-16
54059,2015-01-16
54060,2015-01-16
54061,2015-01-16
54062,2015-01-16
54063,2015-01-16
54064,2015-01-16
54065,2015-01-16
54067,2015-01-16
54069,2015-01-16
54080,2015-01-16
54084,2015-01-16
54102,2015-01-16
54107,2015-01-16
54108,2015-01-16
54114,2015-01-16
54116,2015-01-17
54117,2015-01-17
54118,2015-01-17
54119,2015-01-17
54120,2015-01-17
54121,2015-01-17
54122,2015-01-17
54123,2015-01-17
54125,2015-01-17
54127,2015-01-17
54128,2015-01-17
54129,2015-01-17
54130,2015-01-17
54136,2015-01-17
54138,2015-01-17
54140,2015-01-17
54141,2015-01-17
54144,2015-01-17
54146,2015-01-17
54147,2015-01-17
54149,2015-01-17
54151,2015-01-17
54160,2015-01-17
54162,2015-01-17
54163,2015-01-17
54177,2015-01-17
54185,2015-01-17
54186,2015-01-17
54195,2015-01-17
54202,2015-01-17
54206,2015-01-17
54207,2015-01-17
54213,2015-01-17
54214,2015-01-17
54218,2015-01-17
54224,2015-01-17
54229,2015-01-17
54230,2015-01-17
54232,2015-01-17
54233,2015-01-17
54237,2015-01-17
54240,2015-01-17
54243,2015-01-17
54244,2015-01-17
54246,2015-01-17
54249,2015-01-17
54251,2015-01-17
54252,2015-01-17
54258,2015-01-18
54265,2015-01-18
54266,2015-01-18
54267,2015-01-18
54269,2015-01-18
54271,2015-01-18
54272,2015-01-18
54274,2015-01-18
54276,2015-01-18
54288,2015-01-18
54291,2015-01-18
54296,2015-01-18
54301,2015-01-18
54302,2015-01-18
54305,2015-01-18
54314,2015-01-18
54315,2015-01-18
54320,2015-01-18
54323,2015-01-18
54325,2015-01-18
54330,2015-01-18
54331,2015-01-18
54334,2015-01-18
54339,2015-01-18
54341,2015-01-18
54343,2015-01-18
54345,2015-01-18
54348,2015-01-18
54352,2015-01-18
54355,2015-01-18
54356,2015-01-18
54362,2015-01-18
54364,2015-01-18
54367,2015-01-18
54368,2015-01-18
54369,2015-01-18
54372,2015-01-18
54375,2015-01-18
54376,2015-01-18
54377,2015-01-18
54384,2015-01-18
54385,2015-01-18
54388,2015-01-18
54389,2015-01-19
54393,2015-01-19
54394,2015-01-19
54395,2015-01-19
54396,2015-01-19
54397,2015-01-19
54401,2015-01-19
54404,2015-01-19
54408,2015-01-19
54409,2015-01-19
54410,2015-01-19
54414,2015-01-19
54418,2015-01-19
54419,2015-01-19
54420,2015-01-19
54422,2015-01-19
54423,2015-01-19
54425,2015-01-19
54427,2015-01-19
54437,2015-01-19
54441,2015-01-19
54443,2015-01-19
54444,2015-01-19
54446,2015-01-19
54447,2015-01-19
54453,2015-01-19
54459,2015-01-19
54462,2015-01-19
54466,2015-01-19
54467,2015-01-19
54472,2015-01-19
54477,2015-01-19
54479,2015-01-19
54480,2015-01-19
54482,2015-01-19
54494,2015-01-19
54495,2015-01-19
54501,2015-01-19
54504,2015-01-19
54510,2015-01-20
54518,2015-01-20
54519,2015-01-20
54524,2015-01-20
54526,2015-01-20
54534,2015-01-20
54542,2015-01-20
54561,2015-01-20
54563,2015-01-20
54570,2015-01-20
54571,2015-01-20
54572,2015-01-20
54573,2015-01-20
54574,2015-01-20
54577,2015-01-20
54580,2015-01-20
54584,2015-01-20
54585,2015-01-20
54586,2015-01-20
54589,2015-01-20
54590,2015-01-20
54591,2015-01-20
54592,2015-01-20
54593,2015-01-20
54595,2015-01-20
54597,2015-01-20
54599,2015-01-20
54600,2015-01-20
54601,2015-01-20
54608,2015-01-20
54610,2015-01-20
54611,2015-01-20
54612,2015-01-20
54613,2015-01-20
54615,2015-01-20
54627,2015-01-20
54628,2015-01-20
54632,2015-01-20
54634,2015-01-20
54635,2015-01-20
54640,2015-01-20
54642,2015-01-20
54649,2015-01-20
54654,2015-01-20
54656,2015-01-20
54657,2015-01-20
54666,2015-01-21
54667,2015-01-21
54668,2015-01-21
54669,2015-01-21
54671,2015-01-21
54678,2015-01-21
54679,2015-01-21
54682,2015-01-21
54685,2015-01-21
54687,2015-01-21
54688,2015-01-21
54689,2015-01-21
54690,2015-01-21
54691,2015-01-21
54695,2015-01-21
54698,2015-01-21
54701,2015-01-21
54704,2015-01-21
54705,2015-01-21
54707,2015-01-21
54708,2015-01-21
54709,2015-01-21
54712,2015-01-21
54713,2015-01-21
54715,2015-01-21
54716,2015-01-21
54722,2015-01-21
54725,2015-01-21
54729,2015-01-21
54731,2015-01-21
54732,2015-01-21
54733,2015-01-21
54735,2015-01-21
54740,2015-01-21
54741,2015-01-21
54742,2015-01-21
54743,2015-01-21
54744,2015-01-21
54745,2015-01-21
54746,2015-01-21
54750,2015-01-21
54751,2015-01-21
54752,2015-01-21
54757,2015-01-21
54758,2015-01-21
54759,2015-01-21
54760,2015-01-21
54761,2015-01-21
54763,2015-01-21
54765,2015-01-21
54769,2015-01-21
54774,2015-01-21
54778,2015-01-21
54779,2015-01-21
54780,2015-01-21
54781,2015-01-21
54787,2015-01-21
54794,2015-01-21
54796,2015-01-21
54800,2015-01-22
54803,2015-01-22
54804,2015-01-22
54809,2015-01-22
54811,2015-01-22
54815,2015-01-22
54817,2015-01-22
54818,2015-01-22
54819,2015-01-22
54821,2015-01-22
54824,2015-01-22
54826,2015-01-22
54827,2015-01-22
54834,2015-01-22
54838,2015-01-22
54840,2015-01-22
54842,2015-01-22
54844,2015-01-22
54846,2015-01-22
54848,2015-01-22
54856,2015-01-22
54857,2015-01-22
54862,2015-01-22
54864,2015-01-22
54867,2015-01-22
54871,2015-01-22
54876,2015-01-22
54877,2015-01-22
54878,2015-01-22
54889,2015-01-22
54893,2015-01-22
54895,2015-01-22
54898,2015-01-22
54905,2015-01-22
54906,2015-01-22
54907,2015-01-22
54908,2015-01-22
54909,2015-01-22
54912,2015-01-22
54913,2015-01-22
54915,2015-01-22
54918,2015-01-22
54920,2015-01-22
54921,2015-01-22
54927,2015-01-22
54928,2015-01-22
54929,2015-01-22
54930,2015-01-22
54931,2015-01-22
54932,2015-01-22
54935,2015-01-22
54937,2015-01-23
54942,2015-01-23
54943,2015-01-23
54944,2015-01-23
54954,2015-01-23
54955,2015-01-23
54958,2015-01-23
54959,2015-01-23
54960,2015-01-23
54961,2015-01-23
54962,2015-01-23
54965,2015-01-23
54966,2015-01-23
54973,2015-01-23
54974,2015-01-23
54975,2015-01-23
54979,2015-01-23
54981,2015-01-23
54984,2015-01-23
54987,2015-01-23
54988,2015-01-23
54993,2015-01-23
54996,2015-01-23
54999,2015-01-23
55001,2015-01-23
55007,2015-01-23
55008,2015-01-23
55009,2015-01-23
55012,2015-01-23
55022,2015-01-23
55023,2015-01-23
55025,2015-01-23
55030,2015-01-23
55031,2015-01-23
55034,2015-01-23
55037,2015-01-23
55039,2015-01-23
55040,2015-01-23
55041,2015-01-23
55053,2015-01-24
55055,2015-01-24
55057,2015-01-24
55058,2015-01-24
55063,2015-01-24
55069,2015-01-24
55071,2015-01-24
55073,2015-01-24
55076,2015-01-24
55081,2015-01-24
55083,2015-01-24
55085,2015-01-24
55086,2015-01-24
55088,2015-01-24
55089,2015-01-24
55095,2015-01-24
55097,2015-01-24
55098,2015-01-24
55102,2015-01-24
55103,2015-01-24
55108,2015-01-24
55109,2015-01-24
55111,2015-01-24
55113,2015-01-24
55117,2015-01-24
55120,2015-01-24
55121,2015-01-24
55129,2015-01-24
55135,2015-01-24
55137,2015-01-24
55138,2015-01-24
55140,2015-01-24
55143,2015-01-24
55144,2015-01-24
55146,2015-01-24
55148,2015-01-24
55150,2015-01-24
55159,2015-01-24
55160,2015-01-24
55161,2015-01-24
55163,2015-01-24
55164,2015-01-24
55168,2015-01-25
55170,2015-01-25
55173,2015-01-25
55176,2015-01-25
55179,2015-01-25
55184,2015-01-25
55185,2015-01-25
55186,2015-01-25
55197,2015-01-25
55205,2015-01-25
55206,2015-01-25
55210,2015-01-25
55213,2015-01-25
55214,2015-01-25
55219,2015-01-25
55222,2015-01-25
55225,2015-01-25
55226,2015-01-25
55227,2015-01-25
55228,2015-01-25
55230,2015-01-25
55236,2015-01-25
55238,2015-01-25
55239,2015-01-25
55240,2015-01-25
55241,2015-01-25
55249,2015-01-25
55252,2015-01-25
55253,2015-01-25
55259,2015-01-25
55263,2015-01-25
55265,2015-01-25
55268,2015-01-25
55269,2015-01-25
55270,2015-01-25
55273,2015-01-25
55274,2015-01-25
55276,2015-01-25
55278,2015-01-25
55280,2015-01-25
55281,2015-01-25
55282,2015-01-25
55283,2015-01-25
55284,2015-01-25
55285,2015-01-25
55286,2015-01-25
55287,2015-01-25
55289,2015-01-25
55290,2015-01-25
55291,2015-01-25
55295,2015-01-25
55296,2015-01-25
55301,2015-01-26
55302,2015-01-26
55309,2015-01-26
55311,2015-01-26
55319,2015-01-26
55320,2015-01-26
55323,2015-01-26
55327,2015-01-26
55331,2015-01-26
55332,2015-01-26
55337,2015-01-26
55338,2015-01-26
55339,2015-01-26
55350,2015-01-26
55351,2015-01-26
55357,2015-01-26
55360,2015-01-26
55364,2015-01-26
55372,2015-01-26
55378,2015-01-26
55380,2015-01-26
55381,2015-01-26
55382,2015-01-26
55383,2015-01-26
55384,2015-01-26
55385,2015-01-26
55388,2015-01-26
55392,2015-01-26
55394,2015-01-26
55395,2015-01-26
55396,2015-01-26
55397,2015-01-26
55398,2015-01-26
55404,2015-01-26
55406,2015-01-26
55408,2015-01-26
55409,2015-01-26
55410,2015-01-26
55412,2015-01-26
55417,2015-01-26
55418,2015-01-26
55419,2015-01-26
55420,2015-01-26
55421,2015-01-26
55422,2015-01-26
55423,2015-01-26
55424,2015-01-26
55425,2015-01-26
55426,2015-01-26
55428,2015-01-26
55431,2015-01-27
55432,2015-01-27
55433,2015-01-27
55434,2015-01-27
55435,2015-01-27
55436,2015-01-27
55438,2015-01-27
55439,2015-01-27
55440,2015-01-27
55442,2015-01-27
55444,2015-01-27
55445,2015-01-27
55448,2015-01-27
55451,2015-01-27
55460,2015-01-27
55462,2015-01-27
55465,2015-01-27
55466,2015-01-27
55467,2015-01-27
55468,2015-01-27
55470,2015-01-27
55471,2015-01-27
55472,2015-01-27
55473,2015-01-27
55474,2015-01-27
55476,2015-01-27
55478,2015-01-27
55480,2015-01-27
55482,2015-01-27
55483,2015-01-27
55484,2015-01-27
55485,2015-01-27
55487,2015-01-27
55497,2015-01-27
55498,2015-01-27
55501,2015-01-27
55504,2015-01-27
55512,2015-01-27
55513,2015-01-27
55514,2015-01-27
55515,2015-01-27
55516,2015-01-27
55519,2015-01-27
55521,2015-01-27
55525,2015-01-27
55531,2015-01-27
55532,2015-01-27
55533,2015-01-27
55535,2015-01-27
55536,2015-01-27
55537,2015-01-27
55540,2015-01-27
55541,2015-01-27
55546,2015-01-27
55548,2015-01-27
55549,2015-01-27
55550,2015-01-28
55552,2015-01-28
55553,2015-01-28
55554,2015-01-28
55555,2015-01-28
55556,2015-01-28
55559,2015-01-28
55564,2015-01-28
55566,2015-01-28
55570,2015-01-28
55589,2015-01-28
55591,2015-01-28
55592,2015-01-28
55593,2015-01-28
55594,2015-01-28
55595,2015-01-28
55599,2015-01-28
55605,2015-01-28
55611,2015-01-28
55612,2015-01-28
55619,2015-01-28
55620,2015-01-28
55623,2015-01-28
55624,2015-01-28
55625,2015-01-28
55626,2015-01-28
55628,2015-01-28
55629,2015-01-28
55631,2015-01-28
55633,2015-01-28
55634,2015-01-28
55640,2015-01-28
55642,2015-01-28
55643,2015-01-28
55646,2015-01-28
55649,2015-01-28
55653,2015-01-28
55654,2015-01-28
55659,2015-01-28
55662,2015-01-28
55669,2015-01-28
55672,2015-01-29
55674,2015-01-29
55675,2015-01-29
55677,2015-01-29
55678,2015-01-29
55680,2015-01-29
55681,2015-01-29
55682,2015-01-29
55684,2015-01-29
55685,2015-01-29
55688,2015-01-29
55691,2015-01-29
55692,2015-01-29
55695,2015-01-29
55696,2015-01-29
55698,2015-01-29
55701,2015-01-29
55702,2015-01-29
55703,2015-01-29
55704,2015-01-29
55708,2015-01-29
55709,2015-01-29
55710,2015-01-29
55711,2015-01-29
55712,2015-01-29
55713,2015-01-29
55714,2015-01-29
55715,2015-01-29
55720,2015-01-29
55724,2015-01-29
55725,2015-01-29
55727,2015-01-29
55732,2015-01-29
55733,2015-01-29
55743,2015-01-29
55744,2015-01-29
55745,2015-01-29
55746,2015-01-29
55747,2015-01-29
55748,2015-01-29
55749,2015-01-29
55750,2015-01-29
55754,2015-01-29
55755,2015-01-29
55758,2015-01-29
55759,2015-01-29
55761,2015-01-29
55765,2015-01-29
55766,2015-01-29
55767,2015-01-29
55769,2015-01-29
55772,2015-01-29
55774,2015-01-29
55776,2015-01-29
55777,2015-01-29
55779,2015-01-29
55780,2015-01-29
55781,2015-01-29
55783,2015-01-29
55784,2015-01-29
55789,2015-01-29
55791,2015-01-29
55795,2015-01-29
55796,2015-01-29
55797,2015-01-29
55798,2015-01-29
55799,2015-01-29
55800,2015-01-29
55801,2015-01-30
55803,2015-01-30
55804,2015-01-30
55807,2015-01-30
55811,2015-01-30
55813,2015-01-30
55814,2015-01-30
55815,2015-01-30
55817,2015-01-30
55818,2015-01-30
55822,2015-01-30
55826,2015-01-30
55829,2015-01-30
55830,2015-01-30
55831,2015-01-30
55833,2015-01-30
55834,2015-01-30
55835,2015-01-30
55838,2015-01-30
55839,2015-01-30
55842,2015-01-30
55844,2015-01-30
55846,2015-01-30
55849,2015-01-30
55851,2015-01-30
55852,2015-01-30
55854,2015-01-30
55855,2015-01-30
55861,2015-01-30
55862,2015-01-30
55865,2015-01-30
55866,2015-01-30
55868,2015-01-30
55869,2015-01-30
55875,2015-01-30
55883,2015-01-30
55885,2015-01-30
55886,2015-01-30
55888,2015-01-30
55890,2015-01-30
55898,2015-01-30
55901,2015-01-30
55906,2015-01-30
55907,2015-01-30
55909,2015-01-30
55910,2015-01-30
55911,2015-01-30
55912,2015-01-30
55914,2015-01-30
55915,2015-01-30
55917,2015-01-30
55918,2015-01-30
55919,2015-01-30
55920,2015-01-30
55922,2015-01-30
55923,2015-01-30
55924,2015-01-30
55925,2015-01-30
55928,2015-01-30
55931,2015-01-30
55932,2015-01-30
55938,2015-01-31
55939,2015-01-31
55942,2015-01-31
55946,2015-01-31
55948,2015-01-31
55949,2015-01-31
55953,2015-01-31
55954,2015-01-31
55957,2015-01-31
55958,2015-01-31
55961,2015-01-31
55962,2015-01-31
55967,2015-01-31
55969,2015-01-31
55971,2015-01-31
55973,2015-01-31
55974,2015-01-31
55978,2015-01-31
55979,2015-01-31
55981,2015-01-31
55982,2015-01-31
55983,2015-01-31
55984,2015-01-31
55991,2015-01-31
55995,2015-01-31
56001,2015-01-31
56004,2015-01-31
56007,2015-01-31
56008,2015-01-31
56013,2015-01-31
56016,2015-01-31
56017,2015-01-31
56020,2015-01-31
56023,2015-01-31
56025,2015-01-31
56026,2015-01-31
56030,2015-01-31
56032,2015-01-31
56034,2015-01-31
56039,2015-02-01
56042,2015-02-01
56044,2015-02-01
56045,2015-02-01
56047,2015-02-01
56049,2015-02-01
56050,2015-02-01
56052,2015-02-01
56054,2015-02-01
56055,2015-02-01
56056,2015-02-01
56060,2015-02-01
56061,2015-02-01
56064,2015-02-01
56066,2015-02-01
56069,2015-02-01
56072,2015-02-01
56078,2015-02-01
56083,2015-02-01
56084,2015-02-01
56085,2015-02-01
56086,2015-02-01
56087,2015-02-01
56090,2015-02-01
56098,2015-02-01
56101,2015-02-01
56105,2015-02-01
56110,2015-02-01
56116,2015-02-01
56120,2015-02-01
56124,2015-02-01
56125,2015-02-01
56127,2015-02-01
56128,2015-02-01
56130,2015-02-01
56142,2015-02-01
56144,2015-02-01
56145,2015-02-01
56150,2015-02-01
56151,2015-02-01
56152,2015-02-02
56154,2015-02-02
56155,2015-02-02
56156,2015-02-02
56158,2015-02-02
56159,2015-02-02
56160,2015-02-02
56168,2015-02-02
56170,2015-02-02
56177,2015-02-02
56178,2015-02-02
56180,2015-02-02
56181,2015-02-02
56186,2015-02-02
56190,2015-02-02
56192,2015-02-02
56193,2015-02-02
56199,2015-02-02
56202,2015-02-02
56203,2015-02-02
56204,2015-02-02
56205,2015-02-02
56208,2015-02-02
56209,2015-02-02
56210,2015-02-02
56212,2015-02-02
56213,2015-02-02
56218,2015-02-02
56224,2015-02-02
56228,2015-02-02
56232,2015-02-02
56233,2015-02-02
56237,2015-02-02
56239,2015-02-02
56241,2015-02-02
56243,2015-02-02
56244,2015-02-02
56245,2015-02-02
56250,2015-02-03
56254,2015-02-03
56255,2015-02-03
56256,2015-02-03
56257,2015-02-03
56258,2015-02-03
56259,2015-02-03
56260,2015-02-03
56262,2015-02-03
56263,2015-02-03
56264,2015-02-03
56266,2015-02-03
56267,2015-02-03
56273,2015-02-03
56276,2015-02-03
56280,2015-02-03
56281,2015-02-03
56282,2015-02-03
56283,2015-02-03
56284,2015-02-03
56285,2015-02-03
56288,2015-02-03
56289,2015-02-03
56293,2015-02-03
56294,2015-02-03
56295,2015-02-03
56296,2015-02-03
56302,2015-02-03
56303,2015-02-03
56305,2015-02-03
56308,2015-02-03
56310,2015-02-03
56311,2015-02-03
56312,2015-02-03
56313,2015-02-03
56315,2015-02-03
56316,2015-02-03
56327,2015-02-03
56328,2015-02-03
56332,2015-02-03
56333,2015-02-03
56334,2015-02-03
56337,2015-02-03
56341,2015-02-03
56343,2015-02-03
56347,2015-02-04
56351,2015-02-04
56355,2015-02-04
56356,2015-02-04
56358,2015-02-04
56360,2015-02-04
56363,2015-02-04
56364,2015-02-04
56365,2015-02-04
56367,2015-02-04
56368,2015-02-04
56369,2015-02-04
56372,2015-02-04
56376,2015-02-04
56378,2015-02-04
56380,2015-02-04
56381,2015-02-04
56382,2015-02-04
56383,2015-02-04
56384,2015-02-04
56385,2015-02-04
56386,2015-02-04
56393,2015-02-04
56397,2015-02-04
56398,2015-02-04
56399,2015-02-04
56403,2015-02-04
56410,2015-02-04
56411,2015-02-04
56412,2015-02-04
56414,2015-02-04
56417,2015-02-04
56418,2015-02-04
56421,2015-02-04
56422,2015-02-04
56423,2015-02-04
56427,2015-02-04
56428,2015-02-04
56429,2015-02-04
56431,2015-02-04
56434,2015-02-04
56435,2015-02-04
56438,2015-02-04
56441,2015-02-04
56442,2015-02-04
56444,2015-02-04
56446,2015-02-04
56447,2015-02-04
56448,2015-02-04
56451,2015-02-04
56453,2015-02-04
56454,2015-02-04
56455,2015-02-05
56457,2015-02-05
56462,2015-02-05
56463,2015-02-05
56464,2015-02-05
56466,2015-02-05
56467,2015-02-05
56468,2015-02-05
56469,2015-02-05
56475,2015-02-05
56479,2015-02-05
56480,2015-02-05
56487,2015-02-05
56493,2015-02-05
56494,2015-02-05
56496,2015-02-05
56498,2015-02-05
56499,2015-02-05
56501,2015-02-05
56505,2015-02-05
56508,2015-02-05
56510,2015-02-05
56517,2015-02-05
56518,2015-02-05
56521,2015-02-05
56522,2015-02-05
56524,2015-02-05
56525,2015-02-05
56526,2015-02-05
56527,2015-02-05
56528,2015-02-05
56529,2015-02-05
56530,2015-02-05
56531,2015-02-05
56532,2015-02-05
56533,2015-02-05
56536,2015-02-05
56537,2015-02-05
56548,2015-02-05
56555,2015-02-05
56558,2015-02-05
56561,2015-02-05
56570,2015-02-06
56574,2015-02-06
56578,2015-02-06
56586,2015-02-06
56589,2015-02-06
56591,2015-02-06
56600,2015-02-06
56601,2015-02-06
56611,2015-02-06
56619,2015-02-06
56621,2015-02-06
56622,2015-02-06
56623,2015-02-06
56626,2015-02-06
56628,2015-02-06
56631,2015-02-06
56632,2015-02-06
56634,2015-02-06
56635,2015-02-06
56638,2015-02-06
56639,2015-02-06
56640,2015-02-06
56641,2015-02-06
56642,2015-02-06
56643,2015-02-06
56644,2015-02-06
56645,2015-02-06
56647,2015-02-06
56648,2015-02-06
56651,2015-02-06
